content,score
sangant membantu,5
"Membari pelayanan yg sangat baik bagi pengguna shopee,semoga ke depan ada progam yg sangat bagus buat pengguna shopee",5
respon cepat gak pake lama,5
saldo gak bisa dipakai,1
suka aja tapi kalo mau transfer harus pake ktp,4
Memudahkan.. cuman bunganya di kurangin dong..,5
banyak promonya.terima kasih,5
sangat membantu pekerjaan,5
baik untuk pembayaran,4
sangat membantu disaat isi dompet kosong,5
Aplikasi paling resek riwek ribet log in harus pakai shoope pdhl males download shopee banyak barang di beli jumblah tidak sesuai di tamba kurir manja minta serlok dan foto rumah .,1
memudah saya dalam sgala pembayaran maupun belanja,5
jaminan aman soal pembayaran,5
Shopeepay emang berguna banget cocok untuk bulan rahmadan ni,3
terimakasih saya sudah di pinjemin,5
Ah sudahlah... Shopee makin lama makin gak jelas.CO barang slalu dibatalkan.,1
Kenapa shopeepay 11 saya tidak bisa di gunakan padahal baru 3 kali pesanan,1
Verivikasi lewat email udah di klik malah nge bug,1
Inget yaa di perbaiki lagi soal point penalti tolong bgt.,1
sangat berguna,5
sangat membantu sekali.. terimakasih☺,5
"semoga sukses selalu shopepay dan banyak promo"" serta memudahkan untuk menjual dan membeli.",5
shoppe pay terbaik .. lancar mudah dan bnyak bonus nya .. 😊,5
"kapok saya pakai shopee, kapanpun akun bisa dibatasi tanpa sebab yang jelas, mendingan siijo, bagaimanapun juga karya bangsa sendiri lebih berbobot..",1
transaksi sangat cepat dan membantu saya,5
baik dan aman,5
"hoax,klaim 50rb sampai 100rb, rupanya suruh instal app dan ada misi tertentu seperti bagikan refferal segala,sama aja KAGA ADA MAKAN SIANG GRATIS ujung2 nya",1
Dengan ShopeePay belanja dan transaksi jadi lebih muda untuk memenuhi kebutuhan.,5
Cukup Bagus lah,3
efektif dan efisien,5
Spinjam tidak bisa di buka. Keuangan dibuka juga eror.,3
terkirim sesuai nominal pembelian,5
sangat membantu.,5
"pembayaran memproses terus, kenapa ya? apakah lagi error",1
Saya belum pernah pakai shoopepay tp kenapa terdapat informasi bahwa data saya sudah dipakai diakun lain.mohon informasi dan bantuanya,1
saya suka menggunakan aplikasi ini sangat membantu,5
bagus...lancar semua nya,5
"Hati hati dalam bertransaksi di shopee, ada kecurangan atau oknum yang tidak bertanggung jawab",1
shopeepay bisa membantu segalanya.mantap shopeepay,5
masa verifikasi wajah gagal terus..parah nih,1
sanggat memuaskan,5
"Aplikasi sangat bagus untuk membayar tagihan atau Topip, sukses selalu 🤲🙏",5
sanggat memuaskan,5
pelayanan tercepat,5
bisa untuk transaksi dengan ini sangat mudah,5
Terima Kasih... Sudah mempermudah transaksi dan pembelian...,5
"Parah, dua kali melakukan pinjaman selalu lunas lebih awal, tpi pas mengajukan yang ketiga malah ditolak. Parah",1
seneng sering dpt gratis ongkir,5
haloo pihak shoppe bisa enggak ini biaya admin bagi penjual di kurang misal 400k biaya admin 20k saya kena 50 k jadi cuma cair 50k setiap hari pihak shoppe dapat ribuan orderan jadi tolong kecilkan biaya admin di shoppe sangat tidak menguntungkan bagi penjual jadi ga untung sama sekali,1
Kok saldo saya di potong terus menerus payah nih,1
sangat membantu,5
NSA89MEUD Free 1 jt koin BILA ANDA BERUNTUNG dengan memasukkan referal diatas,5
sangat memudahkan dalam transaksi,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
Sangat membantu dalam berbagai.hal..,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
"saran aja ni,buat kode otp boleh dong dikirim ke WA aja lebih terjamin masuk kalo SMS,ga masuk masuk kode otp nya",3
Aplikasinya keren dan sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat bagus dan mendukung,5
sangat membantu,5
sangat membantu,5
sangat nyaman dan sangat cepat pengiriman,5
"Maaf mau nanya, Kenapa shopee later bisa dibekukan Apakah bisa dibuka kembali Terimakasih",1
sangat efisien dan efektif,5
sangat membantu,5
Luar biasa dan sangat membantu,5
Pas untuk blanja murah,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
mempermuda penggiriman uang kemana saja 👍,5
sangat membantu,5
sangat membantu,5
sangat membantu,5
sangat memudahkan pembayaran,5
Bagus si tapi ada sedikit kecewa sama Shopee lateral ya,5
"ang mudah tp ngisinya payag ,,😄😁",5
Shopee pay emg lbh bagus untuk belanja dan transaksi2 lainnya dan lebih terpercaya serta lebih mudah di akses,5
semoga lb baik lagi dan lagi,5
Pelunasan gak pernah terlambat tapi waktu mau pengajuan di tolak semakin kesini tambah parah,2
permudah playlater sama spinjamnya,5
biar bintang yg berbicara pokonya puas banget belanja di shopee,5
Cara pembayaran mudah n gratis top up,5
aplikasi nya bagus bangettt,5
Bagus memudahkan segala transaksi.,5
Suka dan duka nyo pasti ada pake shopee pay,5
"mau ngisi saldo melalui Alfamart dan Indomaret selalu ditolak . dengan alesan offline , padahal masih sore . cari partner yang bener lah",1
Pelayanan sangat buruk Komplen transfer pending sampe 12 jam lebih ngga ada hasil,1
permudah transaksi setiap masyarakat Indonesia,4
aplikasi buruk ga bisa gunakan KTP malah di tolak di bilang sudah di akun lain sejak kapan di akun lain,1
Sangat memudahkan dalam berbanja,5
Sangat menarik dan memberikan kebebasan dlm bertransaksi,5
memudahkan belanja online...sip,5
ShopeePay sangat membantu kami dalam transfer atau top up,5
"pertahan kan ya aplikasinya, & toko yang tidak amanah langsung di singkirkan, karena konsumen merasa di rugikan",5
"Puas, fasilitas yang diberikan sangat memuaskan",5
sayang ga bisa pake lagi spay sama spinjam nya padahal dah ga ada tunggakan yg berjalan,5
Mudah dan praktis..jg sangat membantu kmi yg pemula👍👍🙏,5
"shopee nyusahin bgt buat transfer asli padahal lagi kepepet,dikit² verifikasi segala udh terlanjur top up di shopee...Dev tolong ngontak dong bikin sakit hati bgt",1
mudahan mudahan disetujui oleh pihak shopeePay pengajuan keluar dari shopeePay plus karna data dipakai oleh orang lain ..dan saya sudah mengajukannya,5
"Terima kasih Tim Shopee atas pengaktif pan kembali Spaylater di account saya,semoga kedepannya bisa di aktifkan juga Spinjam agar bisa saya gunakan untuk modal usaha saya dan saya berjanji akan membayar tepat waktu...Shopee Terbaik untuk segala kebutuhan di bidang usaha dan fasion saya selama 7 Tahun terakhir tidak pernah mengecewakan saya sebagai pembeli Setia",5
Baik dan memuaskan.. Biarlah bintang yg bicara,5
bulan depan terus bro gak guna aplikasinya,1
"katanya chek in 7 hari dapat 50k hasil nya malah gaada, gimana nih min!",1
Sangat membantu di akhir bulan😃😃😃,5
aplikasi bangs4t ada tagihan fiktif 10rb tiap bulan,1
Sangat Sangat Baik aplikasinya,5
mempermudah dan membantu,5
belanja lebih mudah,5
👍👍 sangat oke membantu pembayaran,5
"terimakasih banyak, sangat membantu",5
sangat membantu sekali trimakasi,5
saya mau gratis thr 50k karna blum muncul,5
sangat berguna untuk masarakat,5
meskipunn lemot ttep gw kasih bintang 5 aja,5
praktis tanpa ribet aman,5
Shopee Pay pembayaran yg paling oke dan paling siiippp deh..,5
pembelian paket data mudah,5
tadinya blum tau ternyata mudah semoga aman dan amanah,5
sangat membantu dalam transaksi,5
ada promo dan lbh mudaj,5
sangat membantu transaksi online,5
gampang dimengerti,5
lumayan membantu dan mudah,4
bagus banget aplikasinya,5
aplikasi yang sangat bermanfaat,5
sangat membantu. luar biasa👍,5
aplikasi sampah..lebih baik si biru.ga ribet,5
simpel dan mudah untuk melakukan transaksi,5
Seandainya nominal uang masuk ke shopepatner melalui qris langsung bisa ditarik itu akan lebih baik.,5
Sangat bermanfaat dan membantu,5
kode referral apa woyyy gak bisa masuk ini,1
ribet sopi cara megambil uang tunai gimana caranya,1
lebih bagus dan membantu sekali,5
Semoga semakin baik tingkat kemananny,5
sangat mudah digunakan,5
tolong free transfer antar w waller atau TF antar bank,5
saya sangat puas pakai aplikasi shopee pay👌,5
aplikasi yang sangat bagus,5
"Saya sangat suka ,banyak manfaatnya",5
tolong jangan di persulit pendaftarannya,5
bayar kartu Telkomsel halo lebih mudah,5
cepat dan mudah,5
sangat oke diaplikasi ini,5
cepat dan mudah,5
bagus memudahkan pembayaran,5
pakai shopee payuntuk mempermudah blanja di shoopee,5
shopee pelayanan nya memuaskan,5
mudah dan cepat... good,5
memudahkan dalam segala transaksi,4
cukup baik walaupun belum berhasil.,5
bagus banget aplikasi ini,5
"verivikasi ribet, susah",1
kadang suka lag gjls,3
spaylater tidak bisa di gunakan,1
mudah cepat bermanfaat,5
sangat bagus dan dapat dipercaya,5
mudah dan cepat,5
mudah dan cepat,5
"Baru punya, belum di coba, mudah mudahan bagus, nanti ta tambah bintangnya",4
mantap segalanya mudah,5
mana kode reperal opsional nya,5
"enak banget kalo beli disini,murah meriah",5
mudah dan cepat,5
pembayaran jadi lebih instan,5
aplikasi nya sangat membantu,5
banyak kemudahan dalam pembelian,5
semua transaksi jadi mudah.,5
nika aku boleh milih...memang ini yang benar benar bagus,5
bagus dalam pelayanan,5
Tapi kadang ngurang sendiri saldo yah,5
sangat mudah bertansaksi di sini,5
"Kagak Jelas Lu, Gw udah Pinjol di Spinjam gak Dapet Event THR",1
mohon tambahkan menu kirim struk/bukti bayar,4
bagus untuk kemudahan bertansaksi👍🏼,5
pelayanan bagus barang oke2,5
kode otpnya gak Masuk² udah 2 jam nunggu,1
baik membantu,5
sangat sangat membantu sekalii,5
full notifikasi ngtd,1
cepat dan terpercaya,5
sangat membantu...Terima kasih paylet 🙏,5
"telat sehari g ada telfon anjir dendanya gede bner, kapok makenya",1
mengatasi masalah tanpa masalah 👍,5
sangat baik dan membantu,5
sangat membantu dan memudahkan,5
Sering blaja di sopi bahkan gabung sopifood juga tpi gk dapet THR,3
aplikasi yang sangat bagus,5
mudah dan cepat,5
shopeepay memang baik tentang pelayanannya dlm melayani konsumen se indonesia,5
"Perbaikan terlalu lama ,😔😔",1
sangat memuaskan aplikasi ini,5
kadang kalau ad THR shopeepay gabisa muluu☹️,4
satu apk untuk semua,5
kecewa proses transfer bank kenapa butuh waktu 1 jam ?,2
"SALDO SHOPEEPAY SAYA HILANG SENILAI 4JT , TRANSFER SENDIRI KE REKENING ORANG LAIN, ANEHNYA TRANSFER HARUSNYA PAKAI PIN / VERIV MUKA, INI TETEP BISA JEBOL, SISTEM KEAMANAN NYA GIMANA KAK TOLONG 😭",1
mantap pokok nya sukses selalu,5
aplikasi termudah GK pake ribet belanja online,5
bagus sekali buat top up,5
gabisa di lupa PIN pake email,1
Mudah dioperasikan. Mantap dah...,5
sangat bagus dan mudah,3
Dana sudah di kembalikan ke Ewallet saya terimakasih banyak,5
"Reward nya dong bagi pelanggan setianya ,,🥳",5
good.. sejauh ini sangat membantu,5
"thank sangat mebantu, bintang yg menjwab",5
Yang ada cuma silmulasi² doang ...!!!,1
"Cuma 300rb spaylaternya,noh lihat tiktok 1.500.000 dikasih",1
sangat memuaskan dan masyaallah,5
Sangat membantu,5
Nikmati belanja instan,5
sangat bermanfaat sekali untuk kita,5
keren aplikasinya .. suka,5
Kemudahan dalam belanja apapun,5
sangat membantu,5
cukup baik dan memuaskan,4
kenapa spaylater sy masih dibeku kan,3
"Shoope ngancam sebar data, nelpon kondar.",1
ngebug aplikasi nya saat ngewarr🔥,1
Shopee payung memang sangat membantu kami,4
"bagus,bnyk promo",5
.ini Giman ko akun sayah di bekukan oleh pihak spinjam. pinjam juga .ngga ..tolong akun sayh jangan di bekukan,1
apk idiot kenapa paylaterku di bekukan padahal pembayaran sudah lunas,1
jaringan harus di perluas,5
Kecewa saldo saya tidak bisa di gunakan padahal sudah top up,1
sangat memuaskan pakei aplkasih ini,5
Shopee pokoknya terbaik deh terimakasih Shopee,5
Sangat bagus aplikasinya,5
aplikasi yang sangat membantu,5
kerennn suka banget,5
aplikasi mudah digunakan,5
spaylater saya tolong di aktifkan kembali,4
shopeepay membuat kehidupan kami makin ceria,5
cepat pelayanannya,5
gk bisa di daftar in,1
knp sadlo shoppi sy d poto tiba2.sy ga byr apapun ya.,1
pembelian di shopee sesuai yang diinginkan,5
bagus pelayanannya,5
"ringan,cepat",5
bagus bgt aplikasi ini,5
pembayaran lebih mudah,5
sangat berguna dan bagus,5
mudah dan lancar,5
aplikasi nya keren banget,5
bagus apk nya,5
"alhmdllh,app mudah d gunakan",5
sangat membantu sejauh ini,5
cepat dan aman,5
baguss memper mudah bel3nja,5
Mudah dan sangat praktis untuk mempermudah segala kebutuhan finance .,5
aplikasi yang sangat membantu 👍👍👍,5
bagus untuk transaksi,5
sangat bagus dan membantu,5
sangat bagus dan membantu,5
Alhamdulillah terima kasih Shopee pay...mantap...👍👍👍,5
Sangat membantu. Top banget,5
bagus dan sangat membantu,4
"kenapa KLO ngeklaim shopee THR selalu ""MAAF KAMU TIDAK MEMENUHI SYARAT untuk ngeklaim shopee pay gratis""",2
bagus pelayanannya,5
mudahan bagus. coba dulu ya..,4
Terpercaya dan aman untuk digunakan 👍👍,5
shopee makin sukses selalu,4
Mantap mudah digunakannya,5
sangat bagus dan membabtu,5
bagus bgt mempermudah smua urusan,5
berbagai kemudahan dalam transaksi...😊,5
puas transaksi cepat,5
mantap untuk yg terbaik baik aja,5
3 dulu coment blom sempurna puas,3
harus lebih baik lagi kedepannya,5
tidak pernah bjsa spay pinjam,1
sangat membantu saya untuk transaksi,5
bagus lebih lancar,5
gak ribet dan gampang buat transaksi apapun pokoknya the best,5
Saya sangat suka dengan shopepayyy😍😍😍😍,5
tf gratis sangat memudahkan,5
tingkatkan terus ✨,5
semoga paylater saya cepat di setujui. Aamin,5
sangat membantu saat aku lagi mager,5
puas banget pke aplikasih ini,5
banyak kenyamanan,5
sangat membantu transaksi,5
"aplikasi kocak, scan QRIS biasa dikata melanggar, langsung diblokir kocak2 mending ke ijo",1
thanks sangat membantu sekali,5
mempermudah transaksi,5
"sangat membantu,,dan ok.",5
belum pernah bisa d ACC pinjaman saya,5
saya kasih bintang 5 kalo bukti transaksinya bisa lebih ringkas dlm 1 screenshot seperti aplikasi sebelah,3
lebih mudah transaksi,5
Kalau blm jatuh tempo gak usah tlpn tlpn... kalau mengingatkan bisa lewat wa...,1
Simpel dan praktis,5
bagus sekali dan bermanfaat,5
Bagus aplikasinya sat set,5
sangat bagus sekali dan terbaik,5
pas cocok untuk yang gak ada uang,5
bagus dan cepat,5
mau war thr malah server eror,4
sangat biasa membantu,5
bagus cuman mngjukan pinjaman susah,5
kenapa klaim shopeepay tidak memenuhi syarat?,2
kok shoope pay ku gak bisa pay later nya,5
kerennn pokoknya mantabbblah,5
aplikasi yg sangat bagus,5
kenapa nggak bisa pake kode qris,3
Mantap layanan auto gercep 👍👍👍👍👍,5
bagus apk nya,5
bagus tingkatkan lagi,5
mantap proses cepat,5
shoppepay sangat membantu,5
server eror mulu perasaan hadeh,1
seru bgt belanja di sopi,5
gak pernah bisa peyleter nya,2
apk sangat membantu,5
blm di pergunakan tapi akan saya coba,5
Ini bayar tidak pernah telat kenapa malah di bekukan,1
Bertransaksi menjadi lebih mudah,5
gagal pembayaran saat pakai code qr,1
"gimana ya, 2025 harus anti riba",5
tolong aplikasinya di permudah dong.🙏,1
saya sangat senang ada nya spaylater,5
"pokoknya,,,,TOP MARKOTOP POLLL dlm SEGALANYA!!!👍👍👍",5
aplikasi sangat membantu,5
Wookee....moga aja tetap sama kedepannya bih Baik,5
apk paling bagus,5
biaya admin 1.999 ya hati hati,1
memberikan keuntungan yg bermanfaat,5
cepat responya puas deh,5
bagus top markotop,5
rekomen belanja di shopee,5
Bagus dan bermanfaat,5
mantap dan bagus,5
setiap pengajuan d tolak terussssss,3
"SUKA BELANJA DI SHOPEE BANYAK DISKON, TERIMAKASIH SHOPEE 😍🥰🥰",5
"aplikasi jelek, krna Lo gua nggak dpat THR dari Fadil jaidi",1
sya sangat menyukai app nya sangat mudh dan aman untuk digunakan sebagai alat pembayaran,5
semoga bermanfaat bagi para pengguna lainnya,4
Saldo shopee terpotong sendiri lapor cs tidak ada guna,1
mantap sekali shopeepay ini,5
bagus cepat akurat,5
ok juga aplikasihnya,5
mempermudah transaksi,5
aja dulu kalau bagus? kasi bintang5,4
semua urusan makin mudah,5
lemot parah gamau kebuka,2
mempermudah transaksi,5
pembayaran cepat,5
mantap sangat membantu,5
luar biasa & hebat,5
"masih tahap awal, mulai pakai",5
semakin mudah berbelnja dpt voucher,5
pelayanan nya bagus,4
terima kasih telah banyak membantu,5
mantap dan luar biasa is the best,5
apk nya baguss,5
katanya login sampe 7 hari dapet 50 rb koin ko engga? bohong yah,1
HJCXNP39Z alhamdulillah buruan semoga bisa seperti saya.,5
sangat membantu keuangan saya,5
apk nya sangat berguna,5
suka menggunakan aplikasinya,5
aplikasi nya bagus,5
Lumayan membantu hanya sajz minim voucher,4
bagus bsa membantu,5
mempermudah pembayaran,5
membantu kebutuhan masyarakat,5
bagus dan mantap,5
baguss aplikasinya sangat membantu kita buat bayar-bayar lebih mudahhhh,5
pembayaran mudah,5
sangat membantu sekali,5
mantap sangat. membantu,5
sangat membantu sekali,5
rumit mau bayar n tarik tunai j hrs pakai KTP,2
memudahkan segala pembayaran,5
lemot pdhal sinyal penuh,1
sangan membatu terimakasih Shopee,5
aplikasinya bagus,5
cepat tanggap hebat,5
aplikasi ny bagus👍,4
terima kasih sangat membantu,5
"aplikasi GK jelas, hapus aja dari play store",1
ga nyesel download apl shope pay 😍,5
sangat membantu sekali,5
saya sering topup tak di kasih pinjamana,1
yang saya suka itu tidak ada iklanya 😊,5
sangat membantu sekali,5
sangat membantu sekali,5
sangat membantu sekali,5
sangat membantu sekali,5
bagus sangat membantu,5
bagus dan berhasil,5
sangat membantu sekali,5
mudah bertransaksi,5
mantul sangat membantu,5
bagaimana yah saya mengetahui riwayat transaksi pencairan dana pinjaman dari shoppe pinjam?,4
membantu kebutuhan masyarakat,5
memang shopeepay tercepat,5
bermanfaat buat saya trimakasih,5
membantu sehari-hari,5
sangat membantu sukses slalu,5
kenapa saya tidak bisa login,4
membantu proses transaksi,5
lebih sat set lho,5
bagus dan sangat baik,5
sudah lebih baik dari sebelum nya,5
lumayan aplikasinya,3
baru mencoba moga tidak mengecewakan,5
KERJA SANGAT BURUK DI SHOPEE GANTI NO SAJA SUDAH 17 HARI INI MASALAH GAK SELESAI PADAHAL DI BCA GANTI NO HP HITUNGAN JAM SELESAI,1
jelek ga bisa pinjam ga guna,1
asal gak mudah di bobol🥲🥲,5
Sangat membantu semua keperluan,5
shopeepay sangat membantu,5
belanja d shopee bikin puas,5
mudah²an bikin puas,5
sangat menguntungkan,5
sangat cepat transfer,5
lah yng ngasih bintang shopee semua njir👁️👄👁️,5
good dapat THR dari shoppeepay,5
bagusss 100% mantap,5
keren dan modern,5
baik dan memuaskan,5
bagus banget bermanfaat,5
gimana caranya ambil yg 50k,5
ngajuin sp later susah sekali,5
praktis dam memudahkan😔👍,5
"aplikasi sudah dihapus masih aja Minta install dan update,,,",1
"Baru nyoba , mudah²an workit",5
Busuk spaylater limit ga bisa di gunain mending ga ush dpt limit pulsa/paketan aja ga bisa,1
pengiriman lambat,1
Mantap dan keren,5
dikit dikit minta update..tampilan dan kinerja jg sama,4
mantul.sngt membantu sekali gaeesss .thanks shoopee pay..🥰🥰🥰🥰,5
apk apa sih saldo nya ad tapi pas mau TF ga bisa padahal sudah verifikasi apk rusak,5
Spaylatter buat pembayaran kok g bisa yaa???,3
Aplikasi yang bagus buat kebutuhan sehari2,5
aplikasi sangat membantu dan sangat mudah mengoperasikan nya,5
Terlalu sulit untuk aktifasi pinjamn uang dan kredit barang masih blum bisa di gunakan/memakainya?,5
saya suka banget dengn pitur pitur nya,5
Sangat membantu min cuman kadang fitur spinjam sering blankpage gt,5
Sangat mudah dan sangat membantu untuk transaksi,5
sangat membantu,5
responsif dan akurat,5
Sangat puas dengan aplikasi ini Pertahankan service nya terimakasih,5
aplikasi lemot goblokkk,1
transaksi jadi lebih mudah,4
awal nya bagus sekali. tapi ujung2 nya untuk transaksi gak ada lagi potongan,5
keren oke fast respon,5
terimakasih.. memudahkan transfer,5
sangat membantu,5
"resto di shopeefood belum semua ubdate di sini , beda dengan di shopee belanja semua ada",5
"banyakin promo supaya orang lebih tertarik dan mudah segala proses pembelian hindarikan stock barang tipu tipu, semoga sukses selalu shopee",5
Gimana caranya bisa mendapatkan pitur spayleter extra?,5
"Sejauh ini sangat baik, dan membantu",5
Sangat membantu banget aplikasinya,5
mempermudah saya dalam melakukan transaksi pembayaran,5
bagus dan lengkap banget kayak all in 1,5
alhamdulillah dengan apk ini bisa mempermudah dalam transaksi,5
Adanya shopee pay memang mudah,5
"Hallo Kak, untuk spaylatter saya mohon diaktifkan kembali kak, sy pastikan ke depan akan lancar kak.. terimakasih",3
Bagus dan smua nya lancar saat di gunakan..,5
Tolong spaylater saya jangan di bekukan lagi ..karena saya sudah tidak memiliki tunggakan dari 2 bulan yg lalu... Saya sudah melunasi tunggakan spaylater saya,5
bagus sekali,5
"Cepat, praktis l, mudah digunakan mantep",5
Bagus dan terbantu buat transaksi cepat,2
bagus sekali,5
sangat membantu,4
Pelayanan bagus harga bagus,5
bagus sekali,5
bagus sekali,5
shopeepay memang the best pokoknya saya suka,5
Sangat membantu.kalau lagi kepepet,5
"Saya blum bisa mnggunakan ini, akun dana blum selesai",3
bedanya apa dengan shopeey yang biasa,4
bagus dan baik,4
pembayaran paket pakai shopeepay sangat praktis dan cepat,5
sangat bermanfaat,5
Sangat mudah untuk pembayaran beli barang di shopee,5
bagus aku suka nazar,5
sangat bermanfaat👍👍👍,5
Belum mencoba tapi pasti bagus dan keren,5
"saldo saya di ambil Shopee food terus tiap minggu, itu pembayaran apa ya, padahal saya tidak memesan apapun",1
sangat membantu,5
Pengajuan sppinjam gagal.. Sangat tidak membantu,1
Sangat membantu dalam segala hal sukses slalu,5
sangat cocok untuk transaksi cepat dan mudah,5
shopeepay sangat mudah terimakasih shopeepay,4
Banyak masalah. Isi pulsa lama. Chat cs malah muter muter,1
"aplikasinya kerenn sihhhhh, sangat membantu syekaliiiiiiii tanksyouuu shopeepayyyyyyyy lov bgt",5
Sangat mudah sekali digunakan transfer nya pun cepat masuk,5
sangat membantu untuk berbelanja barang tanpa harus keluar rumah,5
"Aplikasi konyol.. Verifikasi susah banget.. Sudah tau kualitas pembuatan KTP kita kayak apa, minta foto yg jelas sejelas jelasnya.. Ngimmpiiiii...",1
bagus sekali,5
"Transaksi Jd Lebih Mudah, Bonus Melimpah",5
Sangat memudahkan dalam transaksi di ol shop,5
mudah banyak discoun,5
"Pelayanan sangat baik,mudah dan cepat untuk segala transaksi",5
sangat bagus dan membantu,5
mudah digunakan,5
Sangat Suka Sekali,5
Mantap sekali aplikasi nya jadi mudah melakukan segala transaksi,5
sangat mudah untuk transaksi,5
bagus sangat bagus.,5
puas pokoknya pakai shopeepay,5
Sy kasih bintang 1 soalnya sy mau beli prodok gak bisa pakai Shopee pay,1
saya sangat kecewa dengan pelayan masalah. dan pelangan setia 10 tahun lebih da sagat di rugikan. bye shoope mending pindah ke toko seblah,1
Selain barang2 nya murah dan bermutu slalu banya diskon dan gratis ongkir di da,4
shopeePay Hebat TOP BGT Wkwkwk...Ckckck....,5
pembayaran selalu gagal,1
"transfer bermasalah, cs tidak memberikan solusi, tunggu 1 jam, tunggu 3 x 24 jam, heii .. tugas ada di depan mata, ngapain nyuruh konsumen nunggu 3x24 jam, server lain ga sampe 10 menit udah ada hasil, berhasil atau gagalnya",2
gak bisa buat bayar itemku,2
Mantap dah..buat pembayaran e wallet,5
lagi di coba dulu,5
Semakin bagus dinanti koin transaksinya,5
Mudah terpecaya sangat membantu,5
"Aktifasi shopeepay later udah ada kreditnya tpi nggk bisa dipake , buat apaan saya aktifasi",2
Puas dan sederhana Amplikasinya lancar dapat di andalkan Kode👉EQVEPZXPY,5
Trimakasih dengan adanya ini kami Jadi mudah ....,5
"Katanya transfer ke bank gratis, eh ternyata engga dong tetep kena biaya admin haha. Kecewa. Bohong bgt 🙂",1
"trima kasih shoppy yg telah mempermudah sya berblnja,,smga shopy makin suksess ya",5
Kacau apa-apa harus verifikasi jadi malas ujung-ujungnya di tolak,2
makin lemot aplikasinya,3
Payah sulit untuk pengajuan alasan ini itulah yang penting kan di byar tempat Waktu,1
transaksi lebih mudah bagi yg tidak punya m.banking,5
"Pelayanan shope pay nya bagus,trpercaya ,kmrin mngalami masalh tpi playanannya lngsung di tangani nggak btuh wktu lama dn apknya kmbali bagus 😊🥰",5
Pelayanan nya okey dan penanganan pengembalian yg cepat dan mudah,5
Aplikasi cukup bagus,5
"Di shopee tulisannya download shopeepay bisa claim 100rb, tp kenyataan cuma buat marketing doang",1
baik aplikasinya sangat membantu,5
"lumayan sering pakai shoppe pay , bagus memudahkan",5
"Sangat sangat sip, tetapi shopeePay saya belum di stujui, gagal terus.",5
"Ko gak bisa daftar, muter muter ajj Kaya baling baling😬",1
Banyak pilihan produk,5
"8000 sekali bayar, ga ngotak emang ni apk",1
Transfer pake shopeepay ke bank udah dari jam 13.00 ga masuk2 udah mau jam 4 dikira tu duit ga mau dipake :) Update!. Udah di hari berikutnya jam 09.26 dan blm masuk jg :) thanks bgt loh,1
sangat menyenangkan,5
Terimakasih aplikasi sopi belaja jadi mudah mau ap aja ada,5
"sangat baik, insyaallah",5
Mantap ga nanggung nanggung klo soal voucher dan diskon.. fitur pengembalian mudah.. keren,5
Semoga selalu berjaya . Dan fiturnya di permudah.,5
transaksi cepat potongan later rendah,5
Gimana cara pakai voucher shopee yg didapat di aplikasi klikindomaret?,1
"sangat bermanfaat dan mudah di gunakan untuk semua orang,terima kasih shopeepay",5
"Aplikasi mantab, bisa buat bayar apa saja, Pakat data Telkomsel",5
mantap.. aplikasi sangat berguna ...,5
sangat puas sekali,5
semoga tersemogakan...kesuksesan shoppy kedepannya aminnn,5
"Mau transfer kemana"" gampang, aman, terpercaya, sudah banyak testinya juga",5
Penggunaannya sangat mudah dan gak ribet saat digunakan mantap poll🌟🌟🌟🌟🌟,5
oke.. cepat' dan mudah,5
sangat mudah untuk transaksi,5
"Maaf apk ini pas saya mau login bikin akun pake no wa saya,,,malah gk bisa tolong admin shopeepay diperbaiki lagi apk ini ya makasih",2
"kenapa Shopee ngak bisa bayar pakai DANA, OVO, or GO-PAY... tolonglah supaya mudah pembayarannya...",1
apk gjlas bnyak Problem masa akun shopepay sm shope saya di cap ada aktivitas abnormal gjlas gjlas👎,1
memudahkan dalam berbelanja,5
"Aplikasi kocak,dikit2 masuk ke shopee ngapain punya aplikasi sendiri KLO suka masuk ke shopee sendiri GK jelas",1
Bagus sekali merasa terbantu disaat membutuhkan,5
"jangan pakai wa dong klw login dikira semua orang punya wa??? udah pakai sandi aja dan pin. gua gapunya wa dan males untuk download wa, ini apk aja mb dah besar",1
Kok sekarang agak lemot ya mau klaim shopeepay lemot gak bisa di buka tampilan putih,4
bagus harga murah banyak gratis ongkirnya,5
Saya pingin penghapusan akun terlalu banyak aturannya.,3
Barangnya sesuai deskripsi,5
pelayanan bagus 👍,5
Pembayaran lebih terjangkau dengan diskon dan mengurangi rantai transaksi dalam berbelanja hingga mendapatkan harga murah serta keuntungannya terutama saat live,5
sangat mudah untuk transaksi,5
sangat membantu,5
semoga bermanfaat buat kita semua dan tidak ada hecker yang bisa ambil uang kita atau sistem error,5
mudah dan efisien,5
Terima kasih atas bantuan dan dukungan dari Shopee pay,5
semua jadi lebih mudah,5
Bagus dan presisi,5
shoopepay aplikasi yang banyak membantu dalam pembelian dan saat kekurangan finansial,5
